INV,CODEX,concepta,REGESTUM,LITTERAE,CONCEPTUM,locR,locI,locA
60,NNlNNl,2,N,LAT,N,0,00,000
60,NNlNNl,2,I,LAT,N?,0,00,000
91,IIlNNl,2,N,LAT,N,0,00,000
91,IIlNNl,2,I,LAT,I,0,00,000
105,NNl,1,N,LAT,N,0,00,000
111,NNl,1,N,LAT,N,0,00,000
122,NNl,1,N,LAT,N,0,00,000
131,NNl,1,N,LAT,N,0,00,000
135,IIl,1,I,LAT,I,0,00,000
141,IIlNNl,2,I,LAT,I,0,00,000
141,IIlNNl,2,N,LAT,N,0,00,000
171,IIl...,2,I,LAT,I,0,00,000
171,IIl...,2,I,LAT,I,0,00,000
211,CCl,1,C,LAT,C,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,I,LAT,I,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,X,LAT,NUM,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,X,LAT,NUM,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,P,LAT,P,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,P,LAT,P,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,C,LAT,C,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,X,LAT,NUM,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,N,LAT,N,0,00,000
225,PPlXXlXXlXXlNNlIIlIIlPPlCCl,9,I,LAT,I,0,00,000
256,NNlIIlXXlNNl,4,N,LAT,N,0,00,000
256,NNlIIlXXlNNl,4,X,LAT,NUM,0,00,000
256,NNlIIlXXlNNl,4,I,LAT,I,0,00,000
256,NNlIIlXXlNNl,4,N,LAT,N,0,00,000
270,XXlXXlNNlPPl,4,N,LAT,N,0,00,000
270,XXlXXlNNlPPl,4,I,LAT,NUM?,0,00,000
270,XXlXXlNNlPPl,4,X,LAT,NUM,0,00,000
270,XXlXXlNNlPPl,4,P,LAT,P,0,00,000
283,PPl,1,I,LAT,P?,0,00,000
293,PPlNNl,2,P,LAT,P,0,00,000
293,PPlNNl,2,I,LAT,N?,0,00,000
296,PPlNNl,2,P,LAT,P,8,80,8015
296,PPlNNl,2,N,LAT,N,8,80,8015
360,PPl,1,I,LAT,P?,0,00,000
431,IIl,1,I,LAT,I,6,614,61439
432,IIl,1,I,LAT,I,8,80,8015
433,IIlNNlNNl,3,N,LAT,N,8,80,8015
433,IIlNNlNNl,3,I,LAT,I,8,80,8015
433,IIlNNlNNl,3,I,LAT,N?,8,80,8015
441,IIlNNl,2,N,LAT,N,7,77,775
441,IIlNNl,2,I,LAT,I,7,77,775
467,XXlIIlNNl,3,I,LAT,I,6,615,6151
467,XXlIIlNNl,3,N,LAT,N,6,615,6151
467,XXlIIlNNl,3,X,LAT,NUM,6,615,6151
476,IIlNNlIIl,3,N,LAT,N,6,615,61522
476,IIlNNlIIl,3,I,LAT,I,6,615,61522
476,IIlNNlIIl,3,I,LAT,I,6,615,61522
478,NNlNNl,2,I,LAT,N?,6,613,61316
478,NNlNNl,2,I,LAT,N?,6,613,61316
497,NNl,1,N,LAT,N,9,98,985
498,XXlNNl,2,I,LAT,NUM?,0,00,000
498,XXlNNl,2,N,LAT,N,0,00,000
499,NNl,1,N,LAT,N,9,98,986
505,NNl,1,N,LAT,N,6,613,61313
515,NNl,1,N,LAT,N,0,00,000
516,NNl,1,N,LAT,N,0,00,000
517,NNl,1,N,LAT,N,8,82,820
518,NNl,1,N,LAT,N,8,80,8016
519,NNl,1,N,LAT,N,9,96,968
524,NNlNNl,2,N,LAT,N,0,00,000
524,NNlNNl,2,N,LAT,N,0,00,000
530,NNl,1,N,LAT,N,0,00,000
541,NNl,1,N,LAT,N,6,613,61319
557,NNlNNl,2,N,LAT,N,0,00,000
557,NNlNNl,2,N,LAT,N,0,00,000
596,XXlXXlXXlNNlIigXxgIig,7,X,LAT,NUM,0,00,000
596,XXlXXlXXlNNlIigXxgIig,7,X,LAT,NUM,0,00,000
596,XXlXXlXXlNNlIigXxgIig,7,x,GRA,NUM,0,00,000
596,XXlXXlXXlNNlIigXxgIig,7,X,LAT,NUM,0,00,000
596,XXlXXlXXlNNlIigXxgIig,7,N,LAT,N,0,00,000
596,XXlXXlXXlNNlIigXxgIig,7,i,GRA,I,0,00,000
596,XXlXXlXXlNNlIigXxgIig,7,i,GRA,I,0,00,000
601,NNlXxgXxgNng,4,n,GRA,N,0,00,000
601,NNlXxgXxgNng,4,N,LAT,N,0,00,000
601,NNlXxgXxgNng,4,i,GRA,NUM?,0,00,000
601,NNlXxgXxgNng,4,i,GRA,NUM?,0,00,000
603,NNlXXl,2,I,LAT,NUM?,9,98,980
603,NNlXXl,2,I,LAT,N?,9,98,980
605,NNlIig,2,N,LAT,N,0,00,000
605,NNlIig,2,i,GRA,I,0,00,000
623,NNlNng,2,n,GRA,N,6,65,657
623,NNlNng,2,N,LAT,N,6,65,657
636,NNl,1,I,LAT,N?,0,00,000
639,NNl,1,I,LAT,N?,0,00,000
643,NNlXXlNNlIig,4,I,LAT,N?,0,00,000
643,NNlXXlNNlIig,4,I,LAT,N?,0,00,000
643,NNlXXlNNlIig,4,X,LAT,NUM,0,00,000
643,NNlXXlNNlIig,4,i,GRA,I,0,00,000
649,NNl,1,N,LAT,N,9,95,959
650,NNl,1,N,LAT,N,9,95,959
658,XXl,1,I,LAT,NUM?,9,98,986
662,XxgXXlXXlNNl,4,X,LAT,NUM,5,52,520
662,XxgXXlXXlNNl,4,I,LAT,N?,5,52,520
662,XxgXXlXXlNNl,4,I,LAT,NUM?,5,52,520
662,XxgXXlXXlNNl,4,i,GRA,NUM?,5,52,520
663,NNl,1,N,LAT,N,9,98,986
664,XxgXXl,2,X,LAT,NUM,0,00,000
664,XxgXXl,2,i,GRA,NUM?,0,00,000
665,XxgXXl,2,X,LAT,NUM,6,613,61316
665,XxgXXl,2,i,GRA,NUM?,6,613,61316
666,XxgXXl,2,X,LAT,NUM,8,80,8024
666,XxgXXl,2,i,GRA,NUM?,8,80,8024
669,NNl,1,I,LAT,N?,6,614,61438
673,NNl,1,I,LAT,N?,6,614,61438
674,NNl,1,I,LAT,N?,6,614,61438
675,NNl,1,I,LAT,N?,6,614,61438
676,XxgXXlNNl,3,I,LAT,N?,0,00,000
676,XxgXXlNNl,3,I,LAT,NUM?,0,00,000
676,XxgXXlNNl,3,i,GRA,NUM?,0,00,000
683,NNl,1,N,LAT,N,5,52,520
692,NNlNNl,2,N,LAT,N,5,52,520
692,NNlNNl,2,I,LAT,N?,5,52,520
696,IIl,1,I,LAT,I,8,80,8015
697,NNlXXlIIl,3,I,LAT,N?,8,80,8015
697,NNlXXlIIl,3,I,LAT,NUM?,8,80,8015
697,NNlXXlIIl,3,I,LAT,I,8,80,8015
700,IIlXXl,2,I,LAT,I,8,80,8037
700,IIlXXl,2,X,LAT,NUM,8,80,8037
707,NNl,1,I,LAT,N?,9,98,986
720,IIlNNl,2,N,LAT,N,0,00,000
720,IIlNNl,2,I,LAT,I,0,00,000
721,NNl,1,I,LAT,N?,6,614,61438
726,NNlNNl,2,N,LAT,N,9,99,990
726,NNlNNl,2,N,LAT,N,9,99,990
728,IIl,1,I,LAT,I,9,97,974
732,XXlIIl,2,X,LAT,NUM,9,96,965
732,XXlIIl,2,I,LAT,I,9,96,965
734,XxgXXl,2,X,LAT,NUM,8,80,8015
734,XxgXXl,2,i,GRA,NUM?,8,80,8015
744,NNlXXl,2,I,LAT,NUM?,5,52,520
744,NNlXXl,2,N,LAT,N,5,52,520
752,NngNNlPPl,3,n,GRA,N,6,613,61316
752,NngNNlPPl,3,N,LAT,N,6,613,61316
752,NngNNlPPl,3,P,LAT,P,6,613,61316
753,IIlNNlIIl,3,N,LAT,N,9,97,9720
753,IIlNNlIIl,3,I,LAT,I,9,97,9720
753,IIlNNlIIl,3,I,LAT,I,9,97,9720
768,NNlNNl,2,I,LAT,N?,8,80,8015
768,NNlNNl,2,I,LAT,N?,8,80,8015
769,NNlNNl,2,I,LAT,N?,8,80,8015
769,NNlNNl,2,I,LAT,N?,8,80,8015
770,NNlNNl,2,I,LAT,N?,5,52,520
770,NNlNNl,2,I,LAT,N?,5,52,520
771,NNlNNl,2,I,LAT,N?,5,52,520
771,NNlNNl,2,I,LAT,N?,5,52,520
772,NNlNNl,2,I,LAT,N?,9,92,9218
772,NNlNNl,2,I,LAT,N?,9,92,9218
779,NNl,1,N,LAT,N,0,00,000
780,NNl,1,N,LAT,N,9,98,984
783,NNl,1,I,LAT,N?,0,00,000
787,NNl,1,N,LAT,N,0,00,000
797,NNlXXl,2,I,LAT,NUM?,0,00,000
797,NNlXXl,2,I,LAT,N?,0,00,000
811,XXlIigIIl,3,I,LAT,NUM?,8,80,8015
811,XXlIigIIl,3,I,LAT,I,8,80,8015
811,XXlIigIIl,3,i,GRA,I,8,80,8015
812,IIl,1,I,LAT,I,6,615,61520
826,NNlXXl,2,I,LAT,NUM?,8,82,8221
826,NNlXXl,2,I,LAT,N?,8,82,8221
838,IIlIIlNNl,3,I,LAT,I,0,00,000
838,IIlIIlNNl,3,I,LAT,I,0,00,000
838,IIlIIlNNl,3,I,LAT,N?,0,00,000
842,IIlIIl,2,I,LAT,I,8,80,8015
842,IIlIIl,2,I,LAT,I,8,80,8015
869,IIl,1,I,LAT,I,6,614,61438
893,NNl,1,I,LAT,N?,0,00,000
902,NNlIIl,2,I,LAT,I,0,00,000
902,NNlIIl,2,N,LAT,N,0,00,000
913,XXl,1,I,LAT,NUM?,5,52,520
956,Nng,1,n,GRA,N,9,95,950
957,Iig,1,i,GRA,I,0,00,000
963,Nng,1,n,GRA,N,5,52,520
970,Nng,1,n,GRA,N,0,00,000
971,IigNng,2,n,GRA,N,5,52,521
971,IigNng,2,i,GRA,I,5,52,521
972,Iig,1,i,GRA,I,8,80,8015
973,Nng,1,n,GRA,N,0,00,000
974,Nng,1,n,GRA,N,6,613,61316
975,Nng,1,n,GRA,N,5,52,520
976,NngIig,2,n,GRA,N,5,52,520
976,NngIig,2,i,GRA,I,5,52,520
977,NngIig,2,n,GRA,N,6,613,61316
977,NngIig,2,i,GRA,P?,6,613,61316
978,NngPpgIig,3,n,GRA,N,6,613,61316
978,NngPpgIig,3,i,GRA,I,6,613,61316
978,NngPpgIig,3,i,GRA,P?,6,613,61316
979,NngPpgIig,3,n,GRA,N,6,613,61316
979,NngPpgIig,3,i,GRA,P?,6,613,61316
979,NngPpgIig,3,i,GRA,I,6,613,61316
980,NngPpgIig,3,n,GRA,N,6,613,61316
980,NngPpgIig,3,i,GRA,P?,6,613,61316
980,NngPpgIig,3,i,GRA,I,6,613,61316
981,NngPpgIig,3,n,GRA,N,6,613,61316
981,NngPpgIig,3,i,GRA,P?,6,613,61316
981,NngPpgIig,3,i,GRA,I,6,613,61316
982,NngPpgXxg,3,n,GRA,N,6,613,61316
982,NngPpgXxg,3,i,GRA,P?,6,613,61316
982,NngPpgXxg,3,i,GRA,NUM?,6,613,61316
995,NngIig,2,i,GRA,N?,9,95,950
995,NngIig,2,i,GRA,I,9,95,950
1002,PpgIigNng,3,n,GRA,N,0,00,000
1002,PpgIigNng,3,p,GRA,P,0,00,000
1002,PpgIigNng,3,i,GRA,I,0,00,000
1004,Ppg,1,p,GRA,P,6,614,61438
1005,IigPpg,2,i,GRA,I,8,80,805
1005,IigPpg,2,p,GRA,P,8,80,805
1030,NNlNNlIigPpg,4,i,GRA,P?,0,00,000
1030,NNlNNlIigPpg,4,i,GRA,N?,0,00,000
1030,NNlNNlIigPpg,4,i,GRA,I,0,00,000
1030,NNlNNlIigPpg,4,i,GRA,N?,0,00,000
1032,IigXXl,2,X,LAT,NUM,8,80,8015
1032,IigXXl,2,i,GRA,I,8,80,8015
1033,IigXXl,2,i,GRA,I,8,82,8239
1033,IigXXl,2,X,LAT,NUM,8,82,8239
1047,XXlIig,2,I,LAT,NUM?,6,613,61313
1047,XXlIig,2,i,GRA,I,6,613,61313
1057,Nng,1,n,GRA,N,5,51,5118
1058,Nng,1,n,GRA,N,5,52,520
1059,Nng,1,n,GRA,N,5,52,520
1060,Nng,1,n,GRA,N,6,616,61611
1062,IigNng,2,n,GRA,N,5,52,520
1062,IigNng,2,i,GRA,I,5,52,520
1063,IigNng,2,n,GRA,N,5,52,520
1063,IigNng,2,i,GRA,I,5,52,520
1064,IigNng,2,n,GRA,N,6,616,61611
1064,IigNng,2,i,GRA,I,6,616,61611
1080,NNlXXl,2,X,LAT,NUM,6,613,61316
1080,NNlXXl,2,i,GRA,N?,6,613,61316
1086,Nng,1,n,GRA,N,8,80,8015
1089,Nng,1,n,GRA,N,5,52,5218
1090,Nng,1,n,GRA,N,5,52,521
1091,Nng,1,n,GRA,N,5,52,521
1092,Nng,1,n,GRA,N,5,52,521
