,ID,INV,OT,ORD,CLA,TIN,concepta_x,CODEX 1,CODEX 2,CODEX 3,CODEX 4,CODEX 5,CODEX 6,CODEX 7,CODEX 8,CODEX 9,REGESTUM_x,LITTERAE_x,CONCEPTUM_x,DECLINATIO,MASC./FEM.,SING./PL.,IDX,CNS,FORMULA,PRAENOMEN,NOMEN,COGNOMEN,SUPERNOMINA,DUDOSOS,OBS,Unnamed: 0,INV1,CODEX,concepta_y,REGESTUM_y,LITTERAE_y,CONCEPTUM_y,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
10,0,141,1,,NUL,ATR,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,N,LAT,N,,M,,M. Mu. Nc.,M. · M^u. · Nc.,,M. ·,M^u. ·,Nc.,,,\N,7,141,IIlNNl,2,I,LAT,I,0,00,000,41,36,14,7,3,2,1,1,1
11,0,171,1,,NUL,ATR,2,I/I!,I/I!,I/…,I...,I...,I...,,,,I,LAT,I,,,,...,[---],,,,,,,"CIL, IV, 2739: reliquiae sunt tituli maioris qui iam non distinguitur.",8,171,...IIl,2,I,LAT,I,0,00,000,50,43,17,8,3,2,1,1,1
12,0,171,1,,NUL,ATR,2,I/I!,I/I!,I/I!,I...,I...,I...,,,,I,LAT,I,,,,aipp,[ai?]pp,,,,,,,\N,8,171,...IIl,2,I,LAT,I,0,00,000,50,43,17,8,3,2,1,1,1
13,0,211,0,,COS,ATR,1,C,C,C,C,C,C,C,C,C,C,LAT,C,,,,Fausto Cornelio L. Salvio Othone cos {a. 52} IIII idus Apriles,Fausto Cornelio / L. · Salvio (O)thone cos / IIII idus Apriles,,,,,,,"CIL, IV, 5512: 3. Diem indicari quo vinum in amphoras diffusum sit recte adnotat Schoene l. c.",9,211,CCl,1,C,LAT,C,0,00,000,16,13,5,3,1,1,1,1,1
14,0,225,1,,NUL,ATR,9,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPF,PXXXNPF,PXXXNPF,I,LAT,I,,,,a ,a(!),a(nnorum),,,,,,"CIL, IV, 5526: ab altera parte.",10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
15,0,225,1,,NUL,ATR,9,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPF,PXXXNPF,PXXXNPF,X,LAT,NUM,,,,pondo LXXIX {79},p(ondo) LXXIX,p(ondo),,,,,,\N,10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
16,0,225,1,,NUL,ATR,9,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPF,PXXXNPF,PXXXNPF,X,LAT,NUM,,,,t... pondo XVI {16},t(---)^p(ondo) XVI,t(---)^p(ondo),,,,,,\N,10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
17,0,225,1,,PRO,RUB,9,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPF,PXXXNPF,PXXXNPF,P,LAT,P,,,,vinum vetus mulsum,v(inum) · vet(us) / mulsum,vet(us),,,,,,"CIL, IV, 5526: infra b, litteris altis 0,01.",10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
18,0,225,1,,PRO,ATR,9,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPF,PXXXNPF,PXXXNPF,P,LAT,P,,,,Creticum excellens,Cret(icum) / exc(ellens),,,,,,,\N,10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
19,0,225,1,,COS,RUB,9,P/=/X/X&X/N//I/I/\P/=/C/=,P/=/X/X&X/N//I/I/\P/=/C/=,P/=/X/X&X/N//I/I/\P/=/C/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPC,PXXXNPC,PXXXNPC,C,LAT,C,,,,Domitiano III ... Aeliano II cos {a. 74?}, / Domitiano III / [---] · A[elian]o II cos,,,,,,,"CIL, IV, 5526: infra b, litteris altis 0,01.",10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
20,0,225,1,,NUL,ATR,9,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPF,PXXXNPF,PXXXNPF,X,LAT,NUM,,,,II {2},II,,,,,,,\N,10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
21,0,225,1,,NUL,ATR,9,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPF,PXXXNPF,PXXXNPF,N,LAT,N,,M,,M. Stlab- Nymphodot-...,M. · Stlab. · Nymp[hodot][---],,M. ·,Stlab. ·,Nymp[hodot][---],,,\N,10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
22,0,225,1,,NUL,ATR,9,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,P/=/X/X&X/N//I/I/\P/=/F/=,PXXXNIIPC,PXXXNIIPC,PXXXNIIPC,PXXXNPF,PXXXNPF,PXXXNPF,I,LAT,I,,,,tapsal,tapsal,,,,,,,"CIL, IV, 5526: ab altera parte.",10,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000,143,124,67,35,19,11,8,5,5
23,0,256,1,,NUL,IGN,4,N//I/X/N,N//I/X/N,N//I/X/N,NIXN,NIXN,NIXN,NXN,NXN,NXN,N,LAT,N,,M,,C. M. A.,C. · M. · A.,,C. ·,M. ·,A.,,,\N,11,256,IIlNNlNNlXXl,4,N,LAT,N,0,00,000,133,114,58,28,13,7,4,3,3
24,0,256,1,,NUL,IGN,4,N//I/X/N,N//I/X/N,N//I/X/N,NIXN,NIXN,NIXN,NXN,NXN,NXN,X,LAT,NUM,,,,IIII {4}{4000},IIII,,,,,,,"CIL, IV, 5558: ab altera parte.",11,256,IIlNNlNNlXXl,4,N,LAT,N,0,00,000,133,114,58,28,13,7,4,3,3
25,0,256,1,,NUL,IGN,4,N//I/X/N,N//I/X/N,N//I/X/N,NIXN,NIXN,NIXN,NXN,NXN,NXN,I,LAT,I,,,,Laur...,Laur(---),,,,Laur(---),,,"CIL, IV, 5558: ab altera parte. PANELLA (1976): nome di un vino, il laur(onense), che è stato finora rinvenuto sui contenitori prodotti nella Tarraconese ad imitazione delle forme Dressel 2-4... Se l'attribuzione alla forma VIII fosse esatta, si dovrebbe pensare ad una riutilizzazione dell'anfora stessa. Anche se nessuna anfora vinaria della Tarraconese sembra oggi conservata nei depositi, la presenza a Pompei di tali contenitori è confermata dal bollo TIBISI rinvenuto nella città vesuviana (cfr. Not. Sc., 1892, p. 203). Essi sono d'altro canto documentati ad Ercolano (CERULLI IRELLI, Ercolano, cit., fig. 69, n. 34).",11,256,IIlNNlNNlXXl,4,N,LAT,N,0,00,000,133,114,58,28,13,7,4,3,3
26,0,256,1,,NUL,IGN,4,N//I/X/N,N//I/X/N,N//I/X/N,NIXN,NIXN,NIXN,NXN,NXN,NXN,N,LAT,N,,M,,M. P. F.,M. · P. · F.,,M.,P. ·,F.,,,"CIL, IV, 5558: ab altera parte.",11,256,IIlNNlNNlXXl,4,N,LAT,N,0,00,000,133,114,58,28,13,7,4,3,3
27,0,270,1,,NUL,IGN,4,I/X/N/P,X?/X/N/P,X/X/N/P,IXNP,X?XNP,XXNP,XNP,X?XNP,XXNP,N,LAT,N,G,F,S,Claudiae,Claudiae,,,Claudiae,,,,\N,12,270,?NNlPPlXXlXXl,4,N,LAT,N,0,00,000,129,111,55,26,12,7,4,3,3
28,0,270,1,,NUL,IGN,4,I/X/N/P,X?/X/N/P,X/X/N/P,IXNP,X?XNP,XXNP,XNP,X?XNP,XXNP,I,LAT,NUM?,,,,CIII {103} && CIV {104},CIII && CIV,,,,,,,"CIL, IV, 5570: superius.",12,270,?NNlPPlXXlXXl,4,N,LAT,N,0,00,000,129,111,55,26,12,7,4,3,3
29,0,270,1,,NUL,IGN,4,I/X/N/P,X?/X/N/P,X/X/N/P,IXNP,X?XNP,XXNP,XNP,X?XNP,XXNP,X,LAT,NUM,,,,CIX {109},CIX,,,,,,,"CIL, IV, 5570: superius.",12,270,?NNlPPlXXlXXl,4,N,LAT,N,0,00,000,129,111,55,26,12,7,4,3,3
30,0,270,1,,PRO,IGN,4,I/X/N/P,X?/X/N/P,X/X/N/P,IXNP,X?XNP,XXNP,XNP,X?XNP,XXNP,P,LAT,P,,,,Trifolinum,Trifolin(um),,,,,,,\N,12,270,?NNlPPlXXlXXl,4,N,LAT,N,0,00,000,129,111,55,26,12,7,4,3,3
31,0,283,0,,PRO,IGN,1,I,P?,P,I,P?,P,,P?,P,I,LAT,P?,,,,aroma,aroma,,,,,,,"CIL, IV, 5583: descripsi 1880. Aroma fortasse nomen vini.",13,283,?PPl,1,I,LAT,P?,0,00,000,10,8,5,3,1,1,1,1,1
32,0,293,1,,PRO,RUB,2,P/=/I,P/=/N?,P/=/N,PI,PN?,PN,P,PN?,PN,P,LAT,P,,,,rubrum vetus IIII {4},rubr(um) / vet(us) IIII,vet(us),,,,,,"CIL, IV, 5596: descripsi 1873 in museo Pompeiano et denuo 1880 in thermis.",14,293,?NNlPPl,2,P,LAT,P,0,00,000,49,42,16,7,3,2,1,1,1
33,0,293,1,,NUL,RUB,2,P/=/I,P/=/N?,P/=/N,PI,PN?,PN,P,PN?,PN,I,LAT,N?,,,,L. A. H.,L. A. H.,,L.,A.,H.,,,"CIL, IV, 5596: descripsi 1873 in museo Pompeiano et denuo 1880 in thermis.",14,293,?NNlPPl,2,P,LAT,P,0,00,000,49,42,16,7,3,2,1,1,1
34,0,296,1,,PRO,IGN,2,P/N,P/N,P/N,PN,PN,PN,PN,PN,PN,P,LAT,P,,,,vetus,vet(us)·,vet(us),,,,,,\N,15,296,NNlPPl,2,P,LAT,P,8,80,8015,43,37,15,7,3,2,1,1,1
35,0,296,1,,NUL,IGN,2,P/N,P/N,P/N,PN,PN,PN,PN,PN,PN,N,LAT,N,,M,,N. C. C. S. A.,N. · C. · C. · S. · A. ·,,N. ·,C. ·,C. ·,S. · A. ·,,\N,15,296,NNlPPl,2,P,LAT,P,8,80,8015,43,37,15,7,3,2,1,1,1
36,0,360,0,,PRO,IGN,1,I,P?,P,I,P?,P,,P?,P,I,LAT,P?,,,,gari flos flos && floris,g(ari) f(los) f(los) && f(loris),,,,,,,"CIL, IV, 5668: ad indicandam summam perfectionem?",16,360,?PPl,1,I,LAT,P?,0,00,000,10,8,5,3,1,1,1,1,1
37,0,431,0,,NUL,IGN,1,I,I,I,I,I,I,,,,I,LAT,I,,,,flus,flus,,,,,,,\N,17,431,IIl,1,I,LAT,I,6,614,61439,13,11,5,3,1,1,1,1,1
38,0,432,0,,NUL,IGN,1,I,I,I,I,I,I,,,,I,LAT,I,,,,flus,flus,,,,,,,\N,18,432,IIl,1,I,LAT,I,8,80,8015,13,11,5,3,1,1,1,1,1
39,0,433,1,,NUL,IGN,3,I//I/=N,I//N?/=N,I//N/=N,IIN,IN?N,INN,N,N?N,NN,N,LAT,N,G,M,S,Felicis && G. R. Felicis,Felicis && G. R. / Felicis,,G.,R. /,Felicis,,,"CIL, IV, 5736: ab altera parte. [DANIEL MARTIN-ARROYO]: puede considerarse la posibilidad de que G. R. / Felicis constituya un trianomina.",19,433,?IIlNNlNNl,3,N,LAT,N,8,80,8015,69,57,24,12,4,3,2,2,2
40,0,433,1,,NUL,IGN,3,I//I/=N,I//N?/=N,I//N/=N,IIN,IN?N,INN,N,N?N,NN,I,LAT,I,,,,flusi,flusí,,,,,,,"CIL, IV, 5736: non vidi.",19,433,?IIlNNlNNl,3,N,LAT,N,8,80,8015,69,57,24,12,4,3,2,2,2
41,0,433,1,,NUL,IGN,3,I//I/=N,I//N?/=N,I//N/=N,IIN,IN?N,INN,N,N?N,NN,I,LAT,N?,,,,G. R. && g... r...,G. R. && g(---) r(---),,G.,G. && R.,R.,,,"CIL, IV, 5736: ab altera parte. [DANIEL MARTIN-ARROYO]: puede considerarse la posibilidad de que G. R. / Felicis constituya un trianomina.",19,433,?IIlNNlNNl,3,N,LAT,N,8,80,8015,69,57,24,12,4,3,2,2,2
42,0,441,1,,NUL,IGN,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,N,LAT,N,G,F,S,Gaviae,Gaviae,,,Gaviae,,,,"[DANIEL MARTIN-ARROYO]: inscripción similar en CIL, IV, 5743 sobre PO12.",20,441,IIlNNl,2,N,LAT,N,7,77,775,41,36,14,7,3,2,1,1,1
43,0,441,1,,NUL,IGN,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,I,LAT,I,,,,mirris && mim...,mirri[s?] && mim[ur?],,,,,,,"CIL, IV, 5744: ῑῑ|AῑῑIIIR|GAVIAE acta manu scripta. Ego II vel ῑῑ non vidi; neutrum fuisse credo, collato 5743. [DANIEL MARTIN-ARROYO]: inscripción similar en CIL, IV, 5743 sobre PO12.",20,441,IIlNNl,2,N,LAT,N,7,77,775,41,36,14,7,3,2,1,1,1
44,0,467,1,,NUL,IGN,3,X/I/N,X/I/N,X/I/N,XIN,XIN,XIN,XN,XN,XN,I,LAT,I,,,,...mius,[---]mius,,,,,,,"CIL, IV, 5770: evanida.",21,467,IIlNNlXXl,3,I,LAT,I,6,615,6151,71,58,24,12,4,3,2,2,2
45,0,467,1,,NUL,IGN,3,X/I/N,X/I/N,X/I/N,XIN,XIN,XIN,XN,XN,XN,N,LAT,N,,,,Alexandr-,Alex[andr-],,,,Alex[andr-],,,"CIL, IV, 5770: evanida.",21,467,IIlNNlXXl,3,I,LAT,I,6,615,6151,71,58,24,12,4,3,2,2,2
46,0,467,1,,NUL,IGN,3,X/I/N,X/I/N,X/I/N,XIN,XIN,XIN,XN,XN,XN,X,LAT,NUM,,,,I {1},I,,,,,,,"CIL, IV, 5770: evanida.",21,467,IIlNNlXXl,3,I,LAT,I,6,615,6151,71,58,24,12,4,3,2,2,2
47,0,476,1,,NUL,IGN,3,I&N&I,I&N&I,I&N&I,INI,INI,INI,N,N,N,N,LAT,N,,,,Artim-...,Artim(---),,,,Artim(---),,,"CIL, IV, 5779: dedi ex apographo meo, no tamen charta perlucida exarato.",22,476,IIlIIlNNl,3,N,LAT,N,6,615,61522,67,56,24,12,4,3,2,2,2
48,0,476,1,,NUL,IGN,3,I&N&I,I&N&I,I&N&I,INI,INI,INI,N,N,N,I,LAT,I,,,,R && A,R && A,,,,,,,"CIL, IV, 5779: dedi ex apographo meo, no tamen charta perlucida exarato.",22,476,IIlIIlNNl,3,N,LAT,N,6,615,61522,67,56,24,12,4,3,2,2,2
49,0,476,1,,NUL,IGN,3,I&N&I,I&N&I,I&N&I,INI,INI,INI,N,N,N,I,LAT,I,,,,R && A,R && A,,,,,,,"CIL, IV, 5779: dedi ex apographo meo, no tamen charta perlucida exarato.",22,476,IIlIIlNNl,3,N,LAT,N,6,615,61522,67,56,24,12,4,3,2,2,2
50,0,478,1,,NUL,IGN,2,I/I,N?/N?,N/N,II,N?N?,NN,,N?N?,NN,I,LAT,N?,,,,Benniaes Sabinaes,Benniaes Sabinaes,,,Benniaes,Sabinaes,,,"CIL, IV, 5782: nitide scriptum litteris minutis.",23,478,??NNlNNl,2,I,LAT,N?,6,613,61316,46,40,16,7,3,2,1,1,1
51,0,478,1,,NUL,IGN,2,I/I,N?/N?,N/N,II,N?N?,NN,,N?N?,NN,I,LAT,N?,,,,C. L. S.,C. L. S.,,C.,L.,S.,,,"CIL, IV, 5782: nitide scriptum litteris minutis. C non vidi.",23,478,??NNlNNl,2,I,LAT,N?,6,613,61316,46,40,16,7,3,2,1,1,1
52,0,497,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,G,M,P,M. et L. Claudiorum,[M.] et L'. Cla[udi]/or'um,et,[M.] et L'.,Cla[udi]/or'um,,,,"PANELLA (1976): nome di personaggi (m. ET L CLAudi/ORVM) che compaiono come navicularii sulle anfore spagnole da garum e da olio (C.I.L., IV, 5629, 5640, 10287): l'attribuzione proposta dal Mau è pertanto assai improbabile.",24,497,NNl,1,N,LAT,N,9,98,985,4,4,2,2,1,1,1,1,1
53,0,498,1,,NUL,IGN,2,I/N,X?/N,X/N,IN,X?N,XN,N,X?N,XN,I,LAT,NUM?,,,,I {1} {1000},I,,,,,,,\N,25,498,?NNlXXl,2,I,LAT,NUM?,0,00,000,48,42,16,7,3,2,1,1,1
54,0,498,1,,NUL,IGN,2,I/N,X?/N,X/N,IN,X?N,XN,N,X?N,XN,N,LAT,N,,M,,Ti. Claudi- Anicet-,Ti. · Cl(audi-) · Anicet[1],,Ti. ·,Cl(audi-) ·,Anicet[1],,,\N,25,498,?NNlXXl,2,I,LAT,NUM?,0,00,000,48,42,16,7,3,2,1,1,1
55,0,499,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Ti. Claudi- Anicet- && Antioch-,Ti. · Cl(audi-) · An[i](icet-) && An[t](ioch-),,Ti. ·,Cl(audi-) ·,An[i](icet-) && An[t](ioch-),,,\N,26,499,NNl,1,N,LAT,N,9,98,986,4,4,2,2,1,1,1,1,1
56,0,505,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,G,M,S,Q. Cledi Naisi,Q. · Cledi Naisi,,Q. ·,Cledi,Naisi,,,"CIL, IV, 5813: dedi ex apographo meo charta perlucida exarato. Na(rc)is(s)i?",27,505,NNl,1,N,LAT,N,6,613,61313,4,4,2,2,1,1,1,1,1
57,0,515,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Cn. F. Gemell- && Gemin-,Cn. · F'. · Gem(ell-) && Gem(in-),,Cn. · ,F'. ·,Gem(ell-) && Gem(in-),,,\N,28,515,NNl,1,N,LAT,N,0,00,000,4,4,2,2,1,1,1,1,1
58,0,516,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Cn. F. Gemell- && Gemin-,Cn. · F'. · Gem(ell-) && Gem(in-),,Cn. · ,F'. ·,Gem(ell-) && Gem(in-),,,\N,29,516,NNl,1,N,LAT,N,0,00,000,4,4,2,2,1,1,1,1,1
59,0,517,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Cn. F. Gemell- && Gemin-,Cn. · F'. · Gem(ell-) && Gem(in-),,Cn. · ,F'. ·,Gem(ell-) && Gem(in-),,,\N,30,517,NNl,1,N,LAT,N,8,82,820,4,4,2,2,1,1,1,1,1
60,0,518,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Cn. F. Gemell- && Gemin-,Cn. · F'. · Gem(ell-) && Gem(in-),,Cn. · ,F'. ·,Gem(ell-) && Gem(in-),,,\N,31,518,NNl,1,N,LAT,N,8,80,8016,4,4,2,2,1,1,1,1,1
61,0,519,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,G,M,S,T. F. Xanthi,T'. F'. X'xn^thi',,T'.,F'.,X'xn^thi',,,"CIL, IV, 5828: descripsi titulum recens effosum.",32,519,NNl,1,N,LAT,N,9,96,968,4,4,2,2,1,1,1,1,1
62,0,524,1,,NUL,IGN,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,G,,,Felicis && L. N. Felicis,Felicis && L. N. / Felicis,,,,Felicis,,,"CIL, IV, 5834: descripsi 1873, contuli 1880. [DANIEL MARTIN-ARROYO]: ver CIL, IV, 5736.",33,524,NNlNNl,2,N,LAT,N,0,00,000,45,39,15,7,3,2,1,1,1
63,0,524,1,,NUL,IGN,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,,,,L. N. && L. N. Felicis,L. N. && L. N. / Felicis,,L.,N.,Felicis,,,"CIL, IV, 5834: descripsi 1873, contuli 1880.",33,524,NNlNNl,2,N,LAT,N,0,00,000,45,39,15,7,3,2,1,1,1
64,0,530,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,G,F,S,Gaviae,Gaviae,,,Gaviae,,,,"CIL, IV, 5842: descripsi 1873 et denuo 1880.",34,530,NNl,1,N,LAT,N,0,00,000,4,4,2,2,1,1,1,1,1
65,0,541,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,G,M,S,Iuli Hilari,I'uli · H'ilari',,,I'uli ·,H'ilari',,,\N,35,541,NNl,1,N,LAT,N,6,613,61319,4,4,2,2,1,1,1,1,1
66,0,557,1,,NUL,IGN,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,G,M,S,Pompei && Pomponii && Poppaei Primi,Po(mpei) · && Po(mponii) · && Po(ppaei) · Primi,,,Po(mpei) · && Po(mponii) · && Po(ppaei) ·,Primi,,,"CIL, IV, 5874: descripsi 1873, contuli 1880.",36,557,NNlNNl,2,N,LAT,N,0,00,000,45,39,15,7,3,2,1,1,1
67,0,557,1,,NUL,IGN,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,,,,N. C. C. I. A.,N. C. C. I. A.,,N.,C.,A.,,,"CIL, IV, 5874: descripsi 1873, contuli 1880. [DANIEL MARTIN-ARROYO]: véase CIL, IV, 5602.",36,557,NNlNNl,2,N,LAT,N,0,00,000,45,39,15,7,3,2,1,1,1
68,0,596,1,,NUL,IGN,7,X/X&X/N//i/x/i,X/X&X/N//i/x/i,X/X&X/N//i/x/i,XXXNixi,XXXNixi,XXXNixi,XXXNx,XXXNx,XXXNx,X,LAT,NUM,,,,pondo CVI {106},p(ondo) · CVI,p(ondo),,,,,,"CIL, IV, 5914: descripsi 1873, contuli 1880.",37,596,NNlXXlXXlXXlIigIigXxg,7,X,LAT,NUM,0,00,000,141,122,65,33,17,9,6,4,4
69,0,596,1,,NUL,IGN,7,X/X&X/N//i/x/i,X/X&X/N//i/x/i,X/X&X/N//i/x/i,XXXNixi,XXXNixi,XXXNixi,XXXNx,XXXNx,XXXNx,X,LAT,NUM,,,,pondo XXIV {24},p(ondo) XXIV,p(ondo),,,,,,"CIL, IV, 5914: descripsi 1873, contuli 1880.",37,596,NNlXXlXXlXXlIigIigXxg,7,X,LAT,NUM,0,00,000,141,122,65,33,17,9,6,4,4
